id_en,text_fr,text_clean,row,is_pun,non_pun,back_translation
en_6406,Le bêcheur de fossés était embourbé dans sa carrière.,Le bêcheur de fossés était embourbé dans sa carrière.,4200,0,Le jardinier en herbe était absorbé par son travail actuel.,The budding gardener was absorbed in his current work.
en_6411,"Lors du dernier match de baseball, un joueur a défendu sa base agressivement et risqué une entorse au règlement.","Lors du dernier match de baseball, un joueur a défendu sa base agressivement et risqué une entorse au règlement.",4201,0,"Pendant le tournoi de football, un joueur a protégé son but de manière stricte et a frôlé une infraction aux règles du jeu.",
en_6413,Les blagues d'arbres sont la sève de ma vie.,Les blagues d'arbres sont la sève de ma vie.,4202,0,Les feuilles d'automne couvrent les sentiers du parc.,
en_6413,Mes blagues sur la cuisine manquent de sel.,Mes blagues sur la cuisine manquent de sel.,4203,0,Les recettes sur le pain sont ennuyeuses à lire.,
en_6413,"Les blagues sur les arbres, ça me branche toujours !","Les blagues sur les arbres, ça me branche toujours !",4204,0,"Les histoires sur les montagnes, ça me passionne souvent !",
en_6414,"Le soleil va se lever, dit Tom, éclairé.","Le soleil va se lever, dit Tom, éclairé.",4205,0,"La lune se couchera, affirma Tom, serein.",
en_6414,"“Le soleil se lève"", s’exclama Tom avec aurore.","“Le soleil se lève, s’exclama Tom avec aurore.",4206,0,"Le jour commence, déclara Tom avec lueurs du matin.",
en_6414,"""C'est l'aube"", dit Toto en se levant.","C'est l'aube, dit Toto en se levant.",4207,0,"C'est le matin, dit Julie en se levant.",
en_6414,"""Le soleil se lève"", dit Toto avec un sourire radieux.","Le soleil se lève, dit Toto avec un sourire radieux.",4208,0,"Le jour commence, murmure Anne avec une joie paisible.",
en_6414,"""Le soleil se lève"" dit Tom sombrement.",Le soleil se lève dit Tom sombrement.,4209,0,Les nuages se dispersent dit Anna calmement.,
en_6416,"Un ouvrage de médecine sans appendice, c'est étrange.","Un ouvrage de médecine sans appendice, c'est étrange.",4210,0,"Un livre de chimie sans index, c'est étrange.","A chemistry book without an index, that's strange."
en_6416,Un ouvrage médical inhabituel n'a pas d'appendice.,Un ouvrage médical inhabituel n'a pas d'appendice.,4211,0,Un manuel scientifique rare se présente sans annexe.,
en_6416,Un livre médical inhabituel n'a pas d'appendice.,Un livre médical inhabituel n'a pas d'appendice.,4212,0,Un traité de physique avancée ne présente aucune introduction.,
en_6416,Un livre médical inhabituel est un livre qui n'a pas d'appendice.,Un livre médical inhabituel est un livre qui n'a pas d'appendice.,4213,0,Un manuel ancien traite d'études sans chapitre additionnel.,
en_6417,Je suis ici - avec un cadeau ! dit Tom à présent.,Je suis ici - avec un cadeau ! dit Tom à présent.,4214,0,Je suis là - avec une surprise ! annonça Tom maintenant.,
en_6417,"""Je suis ici - avec un cadeau!"" dit Tom à présent.",Je suis ici - avec un cadeau! dit Tom à présent.,4215,0,Je suis là - avec une surprise! dit Anne maintenant.,
en_6425,VanDeGraaf a chargé son assistant de se présenter.,VanDeGraaf a chargé son assistant de se présenter.,4216,0,Dupont a demandé à son collègue de venir rapidement.,
