id_en,text_fr,text_clean,row,is_pun,non_pun,back_translation
en_1721,"Les vieux Gardeners ne meurent jamais, ils sont déracinés.","Les vieux Gardeners ne meurent jamais, ils sont déracinés.",700,0,"Les anciens jardiniers vivent longtemps, ils continuent leur travail.","The old gardeners live long, they continue their work."
en_1722,"Le satellite a été mis en orbite le 1er janvier, provoquant une nouvelle révolution de l'année.","Le satellite a été mis en orbite le 1er janvier, provoquant une nouvelle révolution de l'année.",701,0,"Le vaisseau spatial a commencé sa mission le 1er janvier, marquant le début d'une aventure scientifique.",
en_1722,"Le satellite est en orbite depuis le 1er janvier, c'est une révolution de début d'année !","Le satellite est en orbite depuis le 1er janvier, c'est une révolution de début d'année !",702,0,"Le satellite est opérationnel depuis le 1er janvier, marquant un démarrage important de l'année.",
en_1722,"Le satellite est entré en orbite le 1er janvier, allant avec la révolution de la nouvelle année.","Le satellite est entré en orbite le 1er janvier, allant avec la révolution de la nouvelle année.",703,0,"La sonde a débuté sa mission en orbite le premier janvier, s'inscrivant dans l'élan du début d'année.",
en_1722,"Le satellite est entré en orbite le 1er janvier, ce qui a provoqué une révolution de l'année.","Le satellite est entré en orbite le 1er janvier, ce qui a provoqué une révolution de l'année.",704,0,"Le vaisseau a été lancé le 2 février, ce qui a marqué un tournant de l'époque.",
en_1722,Le satellite s'est mis en orbite le 1er janvier provoquant une révolution de la nouvelle année.,Le satellite s'est mis en orbite le 1er janvier provoquant une révolution de la nouvelle année.,705,0,La sonde a été lancée avec succès ce 1er janvier marquant un début d'année prometteur.,
en_1724,"Faites attention à votre santé en hiver, sortez couverts.","Faites attention à votre santé en hiver, sortez couverts.",706,0,"Prenez soin de vous durant l'hiver, habillez-vous chaudement.",
en_1724,"Mange prudemment, sors tes couverts","Mange prudemment, sors tes couverts",707,0,"Mange doucement, utilise tes ustensiles",
en_1726,Le clerc n'est pas le seul à faire des prix attractifs.,Le clerc n'est pas le seul à faire des prix attractifs.,708,0,Carrefour propose également des offres intéressantes pour les clients.,
en_1726,Les tatamis ne sont pas les seuls endroits où vous pouvez espérer un salut !,Les tatamis ne sont pas les seuls endroits où vous pouvez espérer un salut !,709,0,Les studios ne sont pas les seuls lieux où vous trouverez une paix vraie !,
en_1726,"On peut tout acheter chez Walmart, sauf le salut de son âme","On peut tout acheter chez Walmart, sauf le salut de son âme",710,0,"Il est possible de tout trouver chez Carrefour, excepté la paix intérieure.","It is possible to find everything at Carrefour, except inner peace."
