id_en,text_fr,text_clean,row,is_pun,non_pun,back_translation
en_2549,Quel type de revêtement de sol les magistrats choisissent-ils ? Le parquet !,Quel type de revêtement de sol les magistrats choisissent-ils ? Le parquet !,1300,0,Quel type de revêtement de sol est souvent conseillé par les spécialistes ? Le parquet.,What type of flooring is often recommended by specialists? Parquet.
en_2549,De quoi sont faites les toitures des chasseurs d'alligators ? De reptuiles !,De quoi sont faites les toitures des chasseurs d'alligators ? De reptuiles !,1301,0,Les maisons en bord de rivière ont souvent des toits en tôle.,
en_2549,Quel est le revêtement de sol préféré des chasseurs d'alligators ? Le coco-dile dundee.,Quel est le revêtement de sol préféré des chasseurs d'alligators ? Le coco-dile dundee.,1302,0,Quel est le type de sol utilisé pour les zones humides ? Les carreaux antidérapants.,
en_2549,Quel type de revêtement de sol les poinçonneurs préfèrent-ils ? Les tapis perçants !,Quel type de revêtement de sol les poinçonneurs préfèrent-ils ? Les tapis perçants !,1303,0,Quel type de revêtement de sol les artisans préfèrent-ils ? Les parquets robustes.,
en_2549,Qu'est-ce que les chasseurs d'alligator préfèrent-ils manger ? D'écailles !,Qu'est-ce que les chasseurs d'alligator préfèrent-ils manger ? D'écailles !,1304,0,Les éleveurs de moutons s'occupent souvent de récolter la laine.,
en_2549,Quel genre de revêtement préfèrent les chasseurs d'alligator ? Les crocodalles !,Quel genre de revêtement préfèrent les chasseurs d'alligator ? Les crocodalles !,1305,0,Quels vêtements utilisent les soldats sur le terrain ? Des uniformes camouflés.,
en_2549,Un chasseur d'alligators utilise quoi comme carrelage ? Des carreaucodiles!,Un chasseur d'alligators utilise quoi comme carrelage ? Des carreaucodiles!,1306,0,Un jardinier utilise quoi pour planter ? Des graines de fleurs.,
en_2550,"Je m'appelle Anémone, je fais juste de la plongée sous-marine.","Je m'appelle Anémone, je fais juste de la plongée sous-marine.",1307,0,"Je suis Désirée, je pratique souvent la randonnée en montagne.",
en_2550,"Je m'appelle Marine, je traîne autour de la plage.","Je m'appelle Marine, je traîne autour de la plage.",1308,0,"Je suis Sophie, je marche le long du rivage.",
en_2550,Mon nom est Marine. Je passe tout mon temps à la plage.,Mon nom est Marine. Je passe tout mon temps à la plage.,1309,0,Je m'appelle Chloé. J'adore passer mes journées au bord de la mer.,
