id_en,text_fr,text_clean,row,is_pun,non_pun,back_translation
en_8451,"Après avoir acheté à son enfant de deux ans un stylo, il est devenu un garçon marqué.","Après avoir acheté à son enfant de deux ans un stylo, il est devenu un garçon marqué.",5700,0,"Après avoir donné à sa fille de trois ans un livre, elle est devenue une lectrice passionnée.","After giving her three-year-old daughter a book, she became an avid reader."
en_8452,"Dans ce roman, deux amants ont une relation secrète. C'est un roman d'aventure.","Dans ce roman, deux amants ont une relation secrète. C'est un roman d'aventure.",5701,0,"Dans ce récit, deux espions mènent une mission discrète. C'est une histoire d'intrigue.",
en_8452,J'étais très surpris quand l'auteur du roman a parlé de noitautis ! Quel retournement de situation !,J'étais très surpris quand l'auteur du roman a parlé de noitautis ! Quel retournement de situation !,5702,0,J'étais vraiment étonné lorsque l'auteur du livre a évoqué la révélation ! Quel développement inattendu !,
en_8452,"Dans le roman, les amants se retrouvent en secret à la fin. Quel datenouement !","Dans le roman, les amants se retrouvent en secret à la fin. Quel datenouement !",5703,0,"Dans l'histoire, les amants se rencontrent discrètement au crépuscule. Quel dénouement !",
en_8460,"Si tu continues à te mettre du shampoing dans l'oeil, je vais devoir te passer un savon.","Si tu continues à te mettre du shampoing dans l'oeil, je vais devoir te passer un savon.",5704,0,"Si tu persistes à laisser le shampoing couler dans tes yeux, je vais être obligé de te gronder.",
en_8460,"""Le rire est le propre de l'homme, le savon aussi"" – de Philippe Geluck issue de Le Chat","Le rire est le propre de l'homme, le savon aussi – de Philippe Geluck issue de Le Chat",5705,0,"La pensée est unique à l'être humain, la lumière également – extrait de pensées profondes",
en_8460,Mickey mousse parce que Mario brosse et Bob l'éponge,Mickey mousse parce que Mario brosse et Bob l'éponge,5706,0,Jacques nage et Louis parle avec Emile jardin de fleurs,
en_8463,"J'ai payé cher pour le double concert Johnny / Eddy Mitchell, mais j'imagine que c'est le prix d'un bi-yéyé.","J'ai payé cher pour le double concert Johnny / Eddy Mitchell, mais j'imagine que c'est le prix d'un bi-yéyé.",5707,0,"J'ai déboursé beaucoup pour assister aux concerts de Johnny et Eddy Mitchell, mais je suppose que cela correspond au coût habituel.",
en_8463,"J'ai dû payer pour entrer assister à la visite annuelle du cloïtre, mais c'était un sacré prix.","J'ai dû payer pour entrer assister à la visite annuelle du cloïtre, mais c'était un sacré prix.",5708,0,"J'ai acheté un billet pour voir l'exposition temporaire au musée, mais cela m'a coûté cher.",
en_8463,"J'ai dû payé cher pour avoir ma place au festival de la ville, mais comme l'a dit le maire ""fiesta part de contribution"".","J'ai dû payé cher pour avoir ma place au festival de la ville, mais comme l'a dit le maire fiesta part de contribution.",5709,0,"J'ai dû débourser beaucoup pour obtenir mon billet pour le festival citadin, mais selon le maire ça fait partie de l'effort.",
en_8463,"J'ai du payer cher pour aller à ce festival, il faut dire qu'il le festivallait !","J'ai du payer cher pour aller à ce festival, il faut dire qu'il le festivallait !",5710,0,"J'ai vraiment dépensé beaucoup pour assister à ce festival, on peut dire que cela en valait la peine !","I really spent a lot to attend this festival, you could say it was worth it!"
en_8465,"Je n'ai pas encore développé mes photos, a dit Tom, d'un ton négatif","Je n'ai pas encore développé mes photos, a dit Tom, d'un ton négatif",5711,0,"Je n'ai pas encore terminé mon livre, a dit Tom, d'un ton sérieux.",
en_8465,"""Négatif, dit Tom, je n'ai pas encore développé vos photos.""","Négatif, dit Tom, je n'ai pas encore développé vos photos.",5712,0,"Non, répondit Tom, je n'ai pas encore préparé vos documents.",
en_8465,"Je n'ai pas fait tirer mes photos, dit Tom, très négatif.","Je n'ai pas fait tirer mes photos, dit Tom, très négatif.",5713,0,"Je n'ai pas encore terminé mon livre, dit Tom, avec une certaine gravité.",
en_8465,"""Je n'ai pas encore développé mes photos"", dit Tom d'un ton négatif.","Je n'ai pas encore développé mes photos, dit Tom d'un ton négatif.",5714,0,"Je n'ai pas encore écrit mes lettres, dit Tom d'un ton sérieux.",
en_8465,"""Je n'ai pas encore développé mes photos"", dit Tom de façon négative.","Je n'ai pas encore développé mes photos, dit Tom de façon négative.",5715,0,"Je n'ai pas encore finalisé mes plans, dit Tom sérieusement.",
en_8465,"Devant le policier, le voleur de diamant resta poli car il avait bon carat- ère.","Devant le policier, le voleur de diamant resta poli car il avait bon carat- ère.",5716,0,"Face au policier, le voleur de diamant resta calme car il avait un bon alibi.",
en_8465,""" Je n'ai pas encore fait développer mes photographies "", répondit Tom, négatif."," Je n'ai pas encore fait développer mes photographies , répondit Tom, négatif.",5717,0,"Je n'ai pas encore terminé de lire mon livre, dit Tom, pensif.",
en_8465,"Je n'ai pas encore développé mes photos, dit Tom d'un ton négatif.","Je n'ai pas encore développé mes photos, dit Tom d'un ton négatif.",5718,0,"Je n'ai pas encore terminé mon livre, répondit Tom gravement.",
en_8465,"Je n'ai pas encore développé mes photos, a révélé Tom.","Je n'ai pas encore développé mes photos, a révélé Tom.",5719,0,"Je n'ai pas encore terminé mon livre, a dit Tom.",
en_8467,Il ne faut jamais prendre les boules de bowling comme àquille.,Il ne faut jamais prendre les boules de bowling comme àquille.,5720,0,Il est important de ne pas confondre les quilles et les boules lors d'un jeu.,It is important not to confuse pins and balls during a game.
en_8467,Il ne faut pas prendre les pierres pour des billes.,Il ne faut pas prendre les pierres pour des billes.,5721,0,Il ne faut pas confondre les fruits avec des légumes.,
en_8467,"Le granit c'est bien, il ne faut pas lui jeter la pierre.","Le granit c'est bien, il ne faut pas lui jeter la pierre.",5722,0,"Le marbre est solide, il demeure résistant dans le temps.",
en_8467,Vous ne devriez jamais prendre la géologie comme une science gravée dans le marbre.,Vous ne devriez jamais prendre la géologie comme une science gravée dans le marbre.,5723,0,Vous ne devriez jamais considérer l'archéologie comme une science aux certitudes immuables.,
en_8467,Il ne faut pas prendre des cailloux à son grès.,Il ne faut pas prendre des cailloux à son grès.,5724,0,Il est déconseillé de ramasser des pierres à sa guise.,
en_8468,"Les vieux statisticiens ne meurent pas, mais sur la fin ils ne sont que moyennement vivants.","Les vieux statisticiens ne meurent pas, mais sur la fin ils ne sont que moyennement vivants.",5725,0,"Les anciens analystes ne disparaissent pas, bien qu'en fin de carrière ils paraissent moins actifs.",
en_8468,"Les vieux statisticiens ne meurent jamais, c'est juste qu'ils perdent leur moyenne.","Les vieux statisticiens ne meurent jamais, c'est juste qu'ils perdent leur moyenne.",5726,0,"Les anciens scientifiques continuent toujours, ils poursuivent simplement leurs recherches.",
en_8468,"Les vieux statisticiens ne meurent jamais, mais ils deviennent moyens dans ce qu'ils font.","Les vieux statisticiens ne meurent jamais, mais ils deviennent moyens dans ce qu'ils font.",5727,0,"Les anciens chercheurs ne disparaissent pas, mais ils continuent leur travail inlassablement.",
en_8468,"Un statisticien ne meurt jamais, seulement, ses analyses retournent de mauvais résultats.","Un statisticien ne meurt jamais, seulement, ses analyses retournent de mauvais résultats.",5728,0,"Un scientifique poursuit ses recherches, mais ses conclusions peuvent parfois être erronées.",
en_8471,"Les vieux électriciens ne meurent pas, ils ne restent pas en contact.","Les vieux électriciens ne meurent pas, ils ne restent pas en contact.",5729,0,"Les anciens électriciens arrêtent, ils changent de profession.",
en_8471,"Les vieux électriciens ne meurent jamais, ils sont survoltés.","Les vieux électriciens ne meurent jamais, ils sont survoltés.",5730,0,"Les vieux jardiniers continuent toujours, ils demeurent attentifs.","The old gardeners continue always, they remain attentive."
en_8471,"Les vieux électriciens ne meurent pas, mais ils doivent faire à tension à ne pas perdre le contact.","Les vieux électriciens ne meurent pas, mais ils doivent faire à tension à ne pas perdre le contact.",5731,0,"Les anciens artisans ne disparaissent pas, mais ils doivent s'efforcer de demeurer engagés.",
en_8471,"Un électricien ne meurt jamais, seulement, il finit par ne plus avoir la lumière à tous les étages","Un électricien ne meurt jamais, seulement, il finit par ne plus avoir la lumière à tous les étages",5732,0,"Un enseignant s'endort tranquillement, il finit par manquer de temps pour corriger les devoirs.",
en_8471,"Les vieux électriciens ne meurent pas, ils perdent seulement contact.","Les vieux électriciens ne meurent pas, ils perdent seulement contact.",5733,0,"Les anciens marins ne disparaissent jamais, ils cessent simplement de voguer.",
en_8471,"Les anciens électriciens ne meurent pas, ils perdent le contact.","Les anciens électriciens ne meurent pas, ils perdent le contact.",5734,0,"Les anciens électriciens finissent leur carrière, ils prennent leur retraite.",
