id_en,text_fr,text_clean,row,is_pun,non_pun,back_translation
en_5968,Qu'est-ce qu'une rencontre entre deux éclairs ? Un coup de foudre.,Qu'est-ce qu'une rencontre entre deux éclairs ? Un coup de foudre.,3800,0,Une rencontre entre deux orages est un phénomène météorologique intense.,A meeting between two storms is an intense meteorological phenomenon.
en_5981,Les deux inventeurs de la radio étaient sur la même longueur d'onde.,Les deux inventeurs de la radio étaient sur la même longueur d'onde.,3801,0,Les inventeurs de la radio ont collaboré pour faire avancer la communication.,
en_5981,Les deux inventeurs du radio étaient sur la même longueur d'onde.,Les deux inventeurs du radio étaient sur la même longueur d'onde.,3802,0,Les deux créateurs de la radio partageaient une même vision technique.,
en_5983,Un éleveur de lapins était ravis d'avoir tant de nouvelles naissances. On pouvait dire qu'il avait le sourire aux lièvres.,Un éleveur de lapins était ravis d'avoir tant de nouvelles naissances. On pouvait dire qu'il avait le sourire aux lièvres.,3803,0,Un cultivateur de carottes était content de voir sa production augmenter. Il est évident qu'il était fier de ses efforts agricoles.,
en_5983,"Il n'a pas pu venir au rendez-vous car son lièvre venait de mourir, il lui a donc posé un lapin.","Il n'a pas pu venir au rendez-vous car son lièvre venait de mourir, il lui a donc posé un lapin.",3804,0,"Il n'a pas pu venir au rendez-vous car il avait un empêchement, il a donc annulé sa visite.",
en_5983,"Trop stressé à l'idée de perdre son calvidé, le pauvre monsieur a perdu tous ses cheveux.","Trop stressé à l'idée de perdre son calvidé, le pauvre monsieur a perdu tous ses cheveux.",3805,0,"Inquiet pour ses premières rides, l'homme a finalement vu son visage marqué par le temps.",
en_5988,"Pour un serrurier, avoir une bonne combinaison de talents, c’est la clé du succès.","Pour un serrurier, avoir une bonne combinaison de talents, c’est la clé du succès.",3806,0,"Pour un musicien, détenir une série de compétences est crucial pour réussir sa carrière.",
en_5988,Un serrurier doit avoir une bonne combinaison de talents,Un serrurier doit avoir une bonne combinaison de talents,3807,0,Un plombier doit posséder une large gamme de compétences.,
en_5988,Un bon serrurier doit blinder ses compétences.,Un bon serrurier doit blinder ses compétences.,3808,0,Un bon charpentier doit renforcer son savoir-faire.,
en_5988,Un perceur de coffre doit connaître toutes les combines.,Un perceur de coffre doit connaître toutes les combines.,3809,0,Un expert en serrures doit maîtriser toutes les techniques.,
en_5988,Un serrurier doit avoir une bonne combinaison de compétences en poche.,Un serrurier doit avoir une bonne combinaison de compétences en poche.,3810,0,Un plombier doit posséder une solide maîtrise des outils requis.,A plumber must have a solid mastery of the required tools.
en_5988,Les serruriers doivent avoir toute une combinaison de talents.,Les serruriers doivent avoir toute une combinaison de talents.,3811,0,Les électriciens possèdent souvent un large éventail de compétences.,
en_600,"""Voulez vous du soda ?"", dit Tom l'oeil pétillant.","Voulez vous du soda ?, dit Tom l'oeil pétillant.",3812,0,"Aimeriez-vous un thé ?, demanda Tom les yeux brillants.",
en_600,"""Veux-tu un soda? demanda Tom d'un ton pétillant.",Veux-tu un soda? demanda Tom d'un ton pétillant.,3813,0,Souhaites-tu un thé? proposa Tom d'une voix claire.,
en_600,"“Est-ce-que tu veux un soda ?"" Demanda Tom d’un air pétillant.",“Est-ce-que tu veux un soda ? Demanda Tom d’un air pétillant.,3814,0,"""Veux-tu boire quelque chose ?"" demanda Tom d'un ton neutre.",
en_600,"""Un soda ?"" proposa Tom, pétillant.","Un soda ? proposa Tom, pétillant.",3815,0,"Un café ? demanda Tom, pensif.",
en_600,"Tu veux du soda ?, Demanda Tom d’un ton caustique.","Tu veux du soda ?, Demanda Tom d’un ton caustique.",3816,0,"Souhaites-tu du jus ?, Demanda Tom d’un ton sérieux.",
en_600,""" Veux-tu du vinaigre ? "", demande Tom, caustique."," Veux-tu du vinaigre ? , demande Tom, caustique.",3817,0,"Souhaites-tu de l'huile ?, demande Tom, sérieux.",
en_600,"Caustique, Thomas proposa un Coca.","Caustique, Thomas proposa un Coca.",3818,0,"Léger, Julien commanda un Coca.",
en_600,"""voudrais tu du soda ?"" demanda Tom d'un ton acide",voudrais tu du soda ? demanda Tom d'un ton acide,3819,0,« Souhaites-tu du thé ? » questionna Tom d'une voix neutre.,
en_600,"""Tu veux une boisson gazeuse pour décompresser ?"", demanda Tom.","Tu veux une boisson gazeuse pour décompresser ?, demanda Tom.",3820,0,"Tu préfères un jus de fruit pour te détendre ?, questionna Tom.","""Do you prefer a fruit juice to relax?"" Tom asked."
en_600,"“Est-ce-que tu veux un soda ?"" Whi, skyl y a du coca ?","“Est-ce-que tu veux un soda ? Whi, skyl y a du coca ?",3821,0,"""Voudrais-tu une boisson ? Oui, il y a du cola ?""",
en_600,""" Veux-tu du soda ? "" demanda Tom, l'air caustique."," Veux-tu du soda ?  demanda Tom, l'air caustique.",3822,0,"Souhaites-tu du thé ? demanda Tom, l'air sérieux.",
en_600,"""Je te sers un soda ?"" demanda Tom d'un ton sucré.",Je te sers un soda ? demanda Tom d'un ton sucré.,3823,0,Veux-tu du thé ? proposa Tom d'une voix douce.,
en_600,"""Voulez-vous que je les cire ?"" demanda Tom, caustique.","Voulez-vous que je les cire ? demanda Tom, caustique.",3824,0,"Souhaitez-vous que je les nettoie ? demanda Tom, sérieux.",
