id_en,text_fr,text_clean,row,is_pun,non_pun,back_translation
en_7977,"Si vous êtes jardinier, vous pouvez aussi vous considérer comme un "" organisateur de garden-party "".","Si vous êtes jardinier, vous pouvez aussi vous considérer comme un  organisateur de garden-party .",5300,0,"Si vous êtes cuisinier, vous pouvez aussi vous penser comme un planificateur de repas.","If you are a cook, you can also think of yourself as a meal planner."
en_7977,""" Ne restez pas planté là ! "", dit le jardinier."," Ne restez pas planté là ! , dit le jardinier.",5301,0,"Ne restez pas assis là ! , dit l'enseignant.",
en_7985,Les choses se sont enflammées après l'invention des cheminées.,Les choses se sont enflammées après l'invention des cheminées.,5302,0,Les événements ont évolué rapidement après l'apparition des chaudières.,
en_7992,J'ai été viré de mon travail en vendant des amplificateurs. Je n'ai pas atteint le volume de ventes suffisant.,J'ai été viré de mon travail en vendant des amplificateurs. Je n'ai pas atteint le volume de ventes suffisant.,5303,0,J'ai perdu mon poste dans la vente d'ordinateurs. Je n'ai pas atteint les objectifs de chiffre d'affaires requis.,
en_7992,J'ai été licencié de mon travail de vendeur d'amplificateurs. Je n'avais pas atteint un volume suffisant de ventes.,J'ai été licencié de mon travail de vendeur d'amplificateurs. Je n'avais pas atteint un volume suffisant de ventes.,5304,0,Je n'ai plus mon emploi de gestionnaire de stocks. Je n'avais pas réalisé les objectifs requis par l'entreprise.,
en_7992,J'ai été licencié de mon travail de vendeur d'amplificateurs. Je n'ai pas atteint le volume de ventes suffisant.,J'ai été licencié de mon travail de vendeur d'amplificateurs. Je n'ai pas atteint le volume de ventes suffisant.,5305,0,Je suis parti de mon emploi de technicien son. Je n'ai pas réussi à atteindre les objectifs fixés.,
en_7992,J'ai été licencié de mon emploi de vendeur d'amplificateurs. Je n'avais pas atteint le volume de ventes suffisant.,J'ai été licencié de mon emploi de vendeur d'amplificateurs. Je n'avais pas atteint le volume de ventes suffisant.,5306,0,On m'a remercié de mon poste dans le commerce des haut-parleurs. Mes résultats de ventes n'ont pas répondu aux attentes fixées.,
en_7992,Je me suis fait viré du magasin de musique. Mon volume de ventes était trop bas.,Je me suis fait viré du magasin de musique. Mon volume de ventes était trop bas.,5307,0,J'ai quitté mon poste à la boutique. Mes résultats financiers étaient insuffisants.,
en_7994,Deux mûres se sont battues. Ce fut une vraie dégelée.,Deux mûres se sont battues. Ce fut une vraie dégelée.,5308,0,Deux amis se sont disputés. Ce fut une vraie bataille.,
en_7994,Deux mûres se sont rencontrées alors qu’elles étaient toutes les deux en déconfiture. C’est ce qui a cimenté leur amitié.,Deux mûres se sont rencontrées alors qu’elles étaient toutes les deux en déconfiture. C’est ce qui a cimenté leur amitié.,5309,0,Deux oiseaux se sont croisés alors qu’ils cherchaient tous les deux un abri. C’est ce qui a scellé leur camaraderie.,
en_7994,Deux mûres se sont rencontrées : elles sont devenues compote.,Deux mûres se sont rencontrées : elles sont devenues compote.,5310,0,Deux ruisseaux se sont rejoints : ils ont formé un étang.,Two streams have joined together: they have formed a pond.
en_7994,Deux morceaux de pains se sont croisés. Ils étaient tous les deux dans la panade.,Deux morceaux de pains se sont croisés. Ils étaient tous les deux dans la panade.,5311,0,Deux pièces de tissu ont été réunies. Elles étaient toutes deux fixées ensemble.,
en_7994,Deux mûres se sont rencontrées. Ce fut une vraie déconfiture.,Deux mûres se sont rencontrées. Ce fut une vraie déconfiture.,5312,0,Deux oiseaux se sont envolés. Ce fut une belle aventure.,
en_7994,L'entreprise des deux myrtilles aura été une vraie déconfiture.,L'entreprise des deux myrtilles aura été une vraie déconfiture.,5313,0,L'aventure des deux cerises s'est révélée être un échec total.,
en_7997,"Les vignes sont trop petites et frêles. On peut essayer de les protéger du vent, mais tout effort est vin.","Les vignes sont trop petites et frêles. On peut essayer de les protéger du vent, mais tout effort est vin.",5314,0,"Les vignes sont vraiment délicates et fragiles. On pourrait tenter de les abriter des intempéries, mais cela semble vain.",
en_7997,Les vignes ont mauvaise réputation. On dit qu'elles forment la lie de la société.,Les vignes ont mauvaise réputation. On dit qu'elles forment la lie de la société.,5315,0,Les champs ont une réputation dégradée. On prétend qu'ils représentent le bas de la société.,
en_7997,Les vignes ont un sale caractère. Elles peuvent vriller au moindre petit coup de vent.,Les vignes ont un sale caractère. Elles peuvent vriller au moindre petit coup de vent.,5316,0,Les arbres ont une forte personnalité. Ils peuvent plier au moindre souffle de brise.,
en_7997,Les vignes n'ont pas une grande force mentale. Elles craquent au moindre choc.,Les vignes n'ont pas une grande force mentale. Elles craquent au moindre choc.,5317,0,Les arbres ne possèdent pas une grande résistance. Ils cèdent au moindre coup.,
en_7997,"Les vignes manquent de patience, un rien de vent les fait craquer.","Les vignes manquent de patience, un rien de vent les fait craquer.",5318,0,"Les branches tremblent sous la brise, un souffle léger les agite.",
en_7998,Il y avait un chef d'orchestre avec des problèmes de temporament,Il y avait un chef d'orchestre avec des problèmes de temporament,5319,0,Il existait un compositeur ayant des soucis de concentration.,
en_7998,Les colères de ce chef d'orchestre ne faisaient qu'aller crescendo,Les colères de ce chef d'orchestre ne faisaient qu'aller crescendo,5320,0,Les accès de rage de ce chef d'orchestre ne cessaient de s'intensifier.,The conductor's fits of rage kept intensifying.
en_8004,Le poulet a traversé le bar pour atteindre l'autre beauté,Le poulet a traversé le bar pour atteindre l'autre beauté,5321,0,Le camion a parcouru la rue pour rejoindre un autre chemin.,
en_8004,La poule a traversé la bassecour pour faire du toboggan.,La poule a traversé la bassecour pour faire du toboggan.,5322,0,La poule a marché dans la cour pour chercher de la nourriture.,
en_8011,"Garçon, mon addition s'il vous plaît. - Comment avez-vous trouvé votre déjeuner, monsieur ? - Avec une loupe.","Garçon, mon addition s'il vous plaît. - Comment avez-vous trouvé votre déjeuner, monsieur ? - Avec une loupe.",5323,0,"Serveur, l'addition s'il vous plaît. - Comment était votre repas, monsieur ? - C'était satisfaisant.",
en_8015,"Dans ma classe de maths, il y a beaucoup de disputes et surtout beaucoup de rapporteurs.","Dans ma classe de maths, il y a beaucoup de disputes et surtout beaucoup de rapporteurs.",5324,0,"Dans mon cours de chimie, il y a souvent des débats et surtout une grande variété d'opinions.",
en_8015,C'est toujours la pagaille en cours de maths. Il y a tellement de problèmes à résoudre.,C'est toujours la pagaille en cours de maths. Il y a tellement de problèmes à résoudre.,5325,0,Il y a souvent du désordre dans la classe de science. On doit travailler sur beaucoup de questions.,
en_8015,Le cours de maths est très tendu. Il y a beaucoup de problèmes à résoudres,Le cours de maths est très tendu. Il y a beaucoup de problèmes à résoudres,5326,0,La séance de chimie est assez compliquée. Il existe de nombreux exercices à terminer.,
en_8015,Les relations sont tendues dans notre cours de maths. Il y a beaucoup de problèmes à résoudre.,Les relations sont tendues dans notre cours de maths. Il y a beaucoup de problèmes à résoudre.,5327,0,Les interactions demeurent difficiles dans notre classe de sciences. De nombreux défis doivent être abordés.,
en_8015,"Le cours de maths, c’est dramatique ! Tant de problèmes à résoudre.","Le cours de maths, c’est dramatique ! Tant de problèmes à résoudre.",5328,0,"La séance de physique, c’est compliqué ! Tellement de formules à comprendre.",
en_8015,Il y a toujours des histoires en cours de maths. Trop de problèmes à régler.,Il y a toujours des histoires en cours de maths. Trop de problèmes à régler.,5329,0,Les cours de maths sont souvent difficiles. Beaucoup de questions à résoudre.,
en_8015,Les cours de maths sont tellement dramatiques. Il y a beaucoup trop de problèmes.,Les cours de maths sont tellement dramatiques. Il y a beaucoup trop de problèmes.,5330,0,Les leçons de maths sont vraiment intenses. Il y a énormément de défis.,The math lessons are really intense. There are a lot of challenges.
en_8015,Il y a énormément de drames dans les cours de math. Il y a tellement de problèmes à régler…,Il y a énormément de drames dans les cours de math. Il y a tellement de problèmes à régler…,5331,0,Les étudiants rencontrent souvent des difficultés dans les cours de physique. De nombreux concepts complexes doivent être assimilés...,
en_8020,"Ma carie n'a pas été réparée par mon dentiste habituel, mais par un gars qui faisait du remplissage.","Ma carie n'a pas été réparée par mon dentiste habituel, mais par un gars qui faisait du remplissage.",5332,0,"Mon vélo n'a pas été réparé par le mécanicien local, mais par un expert en ajustements.",
en_8022,Je m'appelle Hermès. Je suis facteur.,Je m'appelle Hermès. Je suis facteur.,5333,0,Je m'appelle Camille. Je suis artiste.,
en_8023,"Pour tuer un cirque entier d'un seul coup, il faut jongler avec des scies circulaires.","Pour tuer un cirque entier d'un seul coup, il faut jongler avec des scies circulaires.",5334,0,"Pour déplacer un ensemble complet en une fois, il faut utiliser plusieurs grues puissantes.",
en_8023,"Pour achever un cirque, il faut tirer dans le mime.","Pour achever un cirque, il faut tirer dans le mime.",5335,0,"Pour terminer un spectacle, il faut soigner les détails.",
en_8023,"Quand on se rend au cirque, la meilleure attraction est le clown du spectacle.","Quand on se rend au cirque, la meilleure attraction est le clown du spectacle.",5336,0,"Quand on visite le zoo, l'animal le plus fascinant est le lion dans son enclos.",
en_8023,"Pour faire s'écrouler un cirque entier, visez les équilibristes.","Pour faire s'écrouler un cirque entier, visez les équilibristes.",5337,0,"Pour raser une structure entière, attaquez les poutres.",
en_8023,"Pour éliminer tout un cirque en un seul coup, il suffit de viser la jonguleuse.","Pour éliminer tout un cirque en un seul coup, il suffit de viser la jonguleuse.",5338,0,"Pour résoudre un problème complexe rapidement, il suffit de prendre la décision appropriée.",
en_8032,"Les avocats ont l'habitude de retomber sur leurs pieds, avec tout le temps qu'ils passent à la barre.","Les avocats ont l'habitude de retomber sur leurs pieds, avec tout le temps qu'ils passent à la barre.",5339,0,"Les médecins passent beaucoup de temps à l'hôpital, avec tous les patients qu'ils doivent soigner chaque jour.",
en_8032,Les avocats doivent savoir faire preuve de souplesse car ils sont toujours appelés à la barre.,Les avocats doivent savoir faire preuve de souplesse car ils sont toujours appelés à la barre.,5340,0,Les médecins doivent souvent adapter leurs méthodes puisqu'ils sont régulièrement sollicités pour des urgences.,Doctors often have to adapt their methods since they are regularly called upon for emergencies.
en_8032,"Les avocats préfèrent éviter la prison, un barreau leur suffit.","Les avocats préfèrent éviter la prison, un barreau leur suffit.",5341,0,"Les avocats cherchent à défendre leurs clients, un métier exigeant et sérieux.",
en_8032,Les avocats doivent aimer l’alcool : ils sont toujours appelés à la bar,Les avocats doivent aimer l’alcool : ils sont toujours appelés à la bar,5342,0,"Les avocats exercent leur profession dans les limites strictes de la loi, assurant la défense de leurs clients avec rigueur.",
en_8032,"A force de rouler dessous la table, les avocats trouvent le bar haut.","A force de rouler dessous la table, les avocats trouvent le bar haut.",5343,0,"En continuant à marcher autour de la maison, les étudiants voient le plafond élevé.",
en_8032,"Les avocats doivent aimer l'alcool, car ils sont sans cesse appelés à la bar.","Les avocats doivent aimer l'alcool, car ils sont sans cesse appelés à la bar.",5344,0,"Les architectes doivent aimer le café, car ils sont souvent sollicités pour des réunions.",
en_8032,Les avocats n'aiment pas prendre le bateau car ils sont sans arrêt appelés à la barre.,Les avocats n'aiment pas prendre le bateau car ils sont sans arrêt appelés à la barre.,5345,0,Les médecins choisissent d'éviter la route car ils sont régulièrement appelés en urgence.,
en_8032,Les avocats doivent aimer l'alcool parce qu'ils sont toujours appeler à la bar.,Les avocats doivent aimer l'alcool parce qu'ils sont toujours appeler à la bar.,5346,0,Les médecins doivent apprécier la lecture car ils sont souvent consultés à domicile.,
en_8032,Les avocats doivent beaucoup aimer l'alcool vu qu'ils sont tout le temps appelés à la barre,Les avocats doivent beaucoup aimer l'alcool vu qu'ils sont tout le temps appelés à la barre,5347,0,Les médecins sont souvent très concentrés puisqu'ils sont en charge de la santé des patients.,
en_8032,"Aucun avocat ne boit d'alcool, puisqu'ils sont tous inscrits au Bar à eau.","Aucun avocat ne boit d'alcool, puisqu'ils sont tous inscrits au Bar à eau.",5348,0,"Chaque médecin évite le tabac, car ils sont conscients des risques pour la santé.",
en_8032,Les ténors du barreau ont souvent un joli brin de voix.,Les ténors du barreau ont souvent un joli brin de voix.,5349,0,Les spécialistes judiciaires démontrent souvent une grande clarté.,
en_8032,Les avocats sont des gens admis au Barreau pour envoyer d'autres gens derrière les barreaux.,Les avocats sont des gens admis au Barreau pour envoyer d'autres gens derrière les barreaux.,5350,0,Les juristes sont des professionnels habilités à plaider en justice pour défendre les intérêts de leurs clients.,Lawyers are professionals authorized to plead in court to defend their clients' interests.
en_8032,"Les avocats aiment l'alcool, ce sont des habitués des barres.","Les avocats aiment l'alcool, ce sont des habitués des barres.",5351,0,"Les médecins apprécient le café, ce sont des clients réguliers des cafés.",
en_8032,"Les avocats doivent aimer l'alcool, ils sont souvent appelés au bar.","Les avocats doivent aimer l'alcool, ils sont souvent appelés au bar.",5352,0,"Les avocats travaillent dur, ils passent souvent des heures au tribunal.",
en_8032,Les avocats doivent tous être alcooliques car c’est au bar qu’ils plaident.,Les avocats doivent tous être alcooliques car c’est au bar qu’ils plaident.,5353,0,Les avocats travaillent beaucoup car c’est au tribunal qu’ils défendent leurs clients.,
en_8032,L’avocat a tellement bu qu’il ne marchait plus droit.,L’avocat a tellement bu qu’il ne marchait plus droit.,5354,0,Le musicien a tellement joué qu’il ne tenait plus debout.,
en_8032,Les avocats doivent aimer naviguer car on les appelle toujours à la barre.,Les avocats doivent aimer naviguer car on les appelle toujours à la barre.,5355,0,Les docteurs doivent écouter attentivement car on les appelle souvent à la salle.,
en_8032,"Les avocats ont intérêt à aimer partir en mer, parce qu'on les appelle tout le temps à la barre.","Les avocats ont intérêt à aimer partir en mer, parce qu'on les appelle tout le temps à la barre.",5356,0,"Les juges doivent souvent apprécier les déplacements, car ils sont régulièrement convoqués sur différents dossiers.",
en_8032,Les avocats tiennent bien l'alcool parce qu'ils défendent des criminels sans foie ni loi.,Les avocats tiennent bien l'alcool parce qu'ils défendent des criminels sans foie ni loi.,5357,0,Les médecins restent calmes car ils traitent des patients avec soin et attention.,
en_8032,Les avocats doivent apprécier le pôle dance car ils sont toujours appelés à la barre,Les avocats doivent apprécier le pôle dance car ils sont toujours appelés à la barre,5358,0,Les avocats doivent étudier le droit pénal car ils sont souvent amenés à traiter des affaires complexes.,
en_8032,Les avocats doivent aimer la gym car ils sont toujours appelés à la barre.,Les avocats doivent aimer la gym car ils sont toujours appelés à la barre.,5359,0,Les avocats passent beaucoup de temps à préparer des dossiers complexes pour leurs clients.,
en_8033,C'est quoi un grand angle ? demanda Toto de manière obtuse,C'est quoi un grand angle ? demanda Toto de manière obtuse,5360,0,Qu'est-ce qu'un large objectif ? interrogea Paul avec curiosité.,"""What is a broad objective?"" asked Paul with curiosity."
en_8033,Quel est le comble pour un mathématicien ? D'être obtus.,Quel est le comble pour un mathématicien ? D'être obtus.,5361,0,Quel est le rôle du chimiste ? C'est ici qu'il étudie.,
en_8033,"""Je ne veux pas utiliser de caméra grand angle"", conclut Toto, obtu.","Je ne veux pas utiliser de caméra grand angle, conclut Toto, obtu.",5362,0,"Je choisis de ne pas utiliser une lentille grand angle, conclut Toto, pensif.",
en_8033,"« C'est quoi un objectif grand angle ? », demanda Tom obtusément.","« C'est quoi un objectif grand angle ? », demanda Tom obtusément.",5363,0,"« Qu'est-ce qu'une lentille grand format ? », demanda Tom sérieusement.",
en_8033,"""Qu'est-ce qu'une lentille à grand angle?"" demanda Tom, obtusément.","Qu'est-ce qu'une lentille à grand angle? demanda Tom, obtusément.",5364,0,"Quel type d'objectif permet d'avoir une vue panoramique? interrogea Tom, avec attention.",
en_8035,"Pour être lucide, il faut manger ! Un esprit sain dans un corps plein !","Pour être lucide, il faut manger ! Un esprit sain dans un corps plein !",5365,0,"Pour rester alerte, il faut s'alimenter ! Un esprit en forme dans un corps en santé !",
en_8035,Un régime réussi c'est une victoire de l'esprit face à la soupière,Un régime réussi c'est une victoire de l'esprit face à la soupière,5366,0,Manger équilibré résulte d'une rigueur lors des repas.,
