id_en,text_fr,text_clean,row,is_pun,non_pun,back_translation
en_1248,"Les vieux pilotes ne meurent jamais, ils finissent tous dans une boîte noire.","Les vieux pilotes ne meurent jamais, ils finissent tous dans une boîte noire.",200,0,"Les anciens aviateurs ne disparaissent pas, ils reposent tous dans un profond sommeil.","Old aviators don't disappear, they all rest in a deep sleep."
en_1248,"Une pilote ne meurt jamais, seulement, elle a la tête dans les nuages.","Une pilote ne meurt jamais, seulement, elle a la tête dans les nuages.",201,0,"Un écrivain ne disparaît pas, simplement, il vit à travers ses mots écrits.",
en_1248,Les anciens pilotes ne meurent pas ils deviennent juste plus turbulents.,Les anciens pilotes ne meurent pas ils deviennent juste plus turbulents.,202,0,Les anciens aviateurs prennent de l'âge et gagnent en sagesse.,
en_1249,"""Ca me hérisse les poils quand tu utilises ma brosse à dent !"" s'écria Tom.",Ca me hérisse les poils quand tu utilises ma brosse à dent ! s'écria Tom.,203,0,Ça m'agace vraiment quand tu prends mon chargeur de téléphone ! affirma Tom.,
en_1249,"""Utilise ta propre brosse à dents !"", dit Tom, un poil hérissé.","Utilise ta propre brosse à dents !, dit Tom, un poil hérissé.",204,0,"Prends ton propre manteau !, dit Tom, avec gravité.",
en_1249,"""Utilise ta propre brosse à dents"", hurla Tom les poils hérissés.","Utilise ta propre brosse à dents, hurla Tom les poils hérissés.",205,0,"Garde tes affaires personnelles, cria Tom les sourcils froncés.",
en_1249,"""Utilise ta propre brosse à dent !"" se hérissa Tom.",Utilise ta propre brosse à dent ! se hérissa Tom.,206,0,Prends ta propre serviette ! s'exclama Tom.,
en_1249,"""Tu as intérêt à utiliser ta propre à dents !"". La menace fit dresser les poils de Toto.",Tu as intérêt à utiliser ta propre à dents !. La menace fit dresser les poils de Toto.,207,0,Tu dois absolument prendre ta brosse à dents. L'avertissement fit frémir Toto.,
en_1249,"""C’est ma brosse à dent !"" Dit Tom d’un ton acariâtre.",C’est ma brosse à dent ! Dit Tom d’un ton acariâtre.,208,0,C'était mon verre d'eau ! Répondit Tom d'un ton brusque.,
en_1249,"Utilise ta propre brosse à dents !, dit Tom, un poil hérissé.","Utilise ta propre brosse à dents !, dit Tom, un poil hérissé.",209,0,"Veille à préserver ton environnement privé, affirma Tom sérieusement.",
en_1252,Ma femme a envie d'exposer de la céramique raku mais elle a peur de faire un four.,Ma femme a envie d'exposer de la céramique raku mais elle a peur de faire un four.,210,0,Mon ami souhaite montrer ses peintures à l'huile mais il hésite à fabriquer un cadre.,"My friend wants to show his oil paintings, but he hesitates to make a frame."
en_1252,Ma femme s'est mise à la poterie. Les chamotes sont cuites.,Ma femme s'est mise à la poterie. Les chamotes sont cuites.,211,0,Mon mari a commencé le jardinage. Les plantes sont prêtes.,
en_1252,"Après être tombée chez le potier, ma femme à dû rembourser les dégâts. J'imagine qu'elle ne fait que payer les pots cassés.","Après être tombée chez le potier, ma femme à dû rembourser les dégâts. J'imagine qu'elle ne fait que payer les pots cassés.",212,0,"Après avoir abîmé l'objet, ma femme a dû couvrir les frais. Elle assume simplement les responsabilités engagées.",
en_1252,"Ma femme m'a emmenée à un cours de potterie ce matin, mais j'étais vaseuse","Ma femme m'a emmenée à un cours de potterie ce matin, mais j'étais vaseuse",213,0,"Mon mari m'a accompagnée à une séance de peinture aujourd'hui, mais j'étais fatiguée.",
en_1254,"""Je ne vous dirai pas quoi que ce soit sur mes glandes salivaires"", dit Tom de manière secrète.","Je ne vous dirai pas quoi que ce soit sur mes glandes salivaires, dit Tom de manière secrète.",214,0,"Je ne vous donnerai aucun détail sur mes voyages passés, dit Tom sérieusement.",
en_1254,"""Je ne vous dirai rien à propos de mes glandes salivaires"", dit Toto secrètement.","Je ne vous dirai rien à propos de mes glandes salivaires, dit Toto secrètement.",215,0,"Je ne vous dévoilerai rien concernant mes pensées intimes, dit Toto discrètement.",
en_1254,"""Je ne vous dirai rien de mes glandes salivaires,"" a dit Tom secrètement.","Je ne vous dirai rien de mes glandes salivaires, a dit Tom secrètement.",216,0,"Je ne vous parlerai pas de mes soucis de santé, a dit Tom calmement.",
en_1254,Quel est le comble pour les glandes salivaires ? De ne pas savoir garder un secret.,Quel est le comble pour les glandes salivaires ? De ne pas savoir garder un secret.,217,0,Pourquoi existe-t-il des lois pour la protection de l'eau ? Pour garantir sa qualité et son accès.,
en_1256,"Je pense que je vais retourner à la fac, quelqu'un m'a parlé dun cours que j'ai envie de suivre. Ce n'est pas du second degré.","Je pense que je vais retourner à la fac, quelqu'un m'a parlé dun cours que j'ai envie de suivre. Ce n'est pas du second degré.",218,0,"Je crois que je vais reprendre mes études, une personne m'a mentionné un programme intéressant. Je suis sérieux.",
en_1262,Les jeunes mariés adorent passer leur lune de miel en Irelande parce qu'il y a de l'amour dans l'Eire,Les jeunes mariés adorent passer leur lune de miel en Irelande parce qu'il y a de l'amour dans l'Eire,219,0,Les couples récents choisissent souvent l'Irlande pour leur voyage de noces en raison de son ambiance romantique.,
